,users,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
66,66,,,,,-9.469,,-9.781,-9.844,,,,,-9.906,,-9.844,-9.656,-9.75,1.3119999999999998,-9.625,-9.562000000000001,,,,,,,,,,,,,,,,,,,,,,,,-9.656,,,,,,,,,,,,,-9.562000000000001,-9.625,,,,-9.531,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.531,,,,-9.531,,,,,,,
67,67,,,,,5.156000000000001,,-6.343999999999999,3.188,,,,,5.343999999999999,,4.468999999999999,-7.062,-4.688,1.625,-3.656,2.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,,,,,7.688,,9.469,9.937999999999999,,,,,9.125,,7.406000000000001,-9.844,9.812000000000001,9.75,6.562,4.0,2.094,,,,,9.781,9.844,,-9.531,,-2.562,9.687999999999999,,,4.625,0.875,,,9.687999999999999,-4.656000000000001,,9.687999999999999,,,,5.281000000000001,,-7.031000000000001,1.156,-4.656000000000001,,,-3.5,-8.281,,,,,,,-7.531000000000001,-3.031,,,-9.625,9.125,,-9.312000000000001,-0.125,,,-8.906,,,,3.75,,2.219,,,-9.844,,-8.875,,,,,,-5.688,,,,8.75,,,,,,,6.5
72,72,,,,,1.5619999999999998,,-6.562,0.594,,,,,-9.594,,2.812,5.375,2.469,-6.188,5.281000000000001,-6.125,5.593999999999999,7.093999999999999,6.875,3.438,7.812,4.938,6.375,8.625,6.688,4.906000000000001,6.093999999999999,3.375,8.469,8.875,4.531000000000001,5.312,4.093999999999999,7.812,5.093999999999999,3.531,-3.219,2.719,7.656000000000001,2.594,7.438,6.75,5.75,7.125,5.625,5.625,-5.062,-4.093999999999999,5.438,5.468999999999999,3.875,4.656000000000001,8.125,-4.781000000000001,5.281000000000001,9.094,8.781,4.625,8.0,6.5,4.406000000000001,4.0,4.312,5.125,0.812,6.281000000000001,-7.218999999999999,5.0,5.25,3.625,1.656,8.781,2.812,6.968999999999999,8.125,3.625,5.5,6.906000000000001,3.812,8.687999999999999,3.969,7.906000000000001,3.156,4.218999999999999,4.093999999999999,7.812,7.875,6.688,4.812,6.375,8.531,8.656,7.156000000000001,9.156,8.781,3.656
73,73,,,,,9.875,,9.719,10.0,,,,,8.625,,7.406000000000001,-9.875,-9.531,-8.5,-7.156000000000001,-0.094,6.938,10.0,9.937999999999999,6.843999999999999,10.0,9.969,3.281,9.969,2.031,10.0,6.938,2.938,10.0,10.0,5.75,2.875,10.0,10.0,9.937999999999999,9.969,10.0,9.969,10.0,9.875,9.969,9.812000000000001,10.0,6.938,6.938,1.0,10.0,9.969,6.0,6.938,9.937999999999999,10.0,9.875,9.875,10.0,10.0,6.938,6.938,9.937999999999999,9.937999999999999,6.938,6.938,9.875,6.938,6.0,10.0,10.0,6.938,9.75,9.875,10.0,10.0,10.0,9.812000000000001,10.0,10.0,6.938,9.937999999999999,6.938,10.0,9.969,10.0,9.937999999999999,10.0,6.0,10.0,9.969,9.969,9.937999999999999,9.937999999999999,9.969,10.0,10.0,9.969,10.0,9.969
74,74,,,,,4.25,,-5.468999999999999,6.312,,,,,5.968999999999999,,4.218999999999999,-3.156,-5.406000000000001,-5.125,6.718999999999999,7.25,,,,,,,5.938,,5.25,,,7.812,,,5.718999999999999,,,,,,,,7.0,-5.875,,,,,,3.344,,,,,,,-5.938,-9.187999999999999,,,,,,,,,-7.781000000000001,,,,,,,,,,,,,,,,,,,,,,4.312,,,,,,,,,,,
76,76,,,,,4.25,,3.156,4.062,,,,,6.562,,7.062,9.312000000000001,10.0,-9.562000000000001,-9.875,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.406000000000001,,,8.312000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,,,,,0.5,,7.093999999999999,0.125,,,,,0.7190000000000001,,0.688,-0.312,1.375,1.125,2.156,0.062,0.312,-0.21899999999999997,,,1.125,2.062,-0.688,-0.21899999999999997,3.938,,3.5,4.375,,-2.875,4.718999999999999,1.094,,1.969,-1.5,-1.5,,0.75,,,1.375,-1.844,3.594,2.094,4.062,4.968999999999999,,,4.718999999999999,2.312,-0.188,2.75,,,,,3.125,2.75,3.375,,1.75,3.031,,5.843999999999999,3.094,,,-0.406,-0.312,,,0.43799999999999994,,-0.6559999999999999,,-0.531,-0.812,-0.25,-0.21899999999999997,0.062,-0.188,1.6880000000000002,0.812,-0.344,7.031000000000001,1.531,2.5,0.094,0.75,-0.375,2.469,0.7809999999999999,3.75,-2.0,,-0.938
81,81,,,,,-3.875,,-1.875,-3.531,,,,,-2.5,,-1.875,1.4380000000000002,7.375,3.531,-9.875,-4.25,9.562000000000001,9.969,9.219,,9.375,7.0,9.937999999999999,9.344,5.343999999999999,-2.094,8.656,9.75,-9.875,9.906,9.812000000000001,9.781,,9.781,3.562,3.094,-7.188,7.812,-0.43799999999999994,1.5,-2.75,9.937999999999999,3.188,9.969,7.188,9.969,0.6559999999999999,0.9059999999999999,8.875,6.781000000000001,0.25,7.562,1.469,,-0.312,-1.5,5.656000000000001,9.906,9.437999999999999,-1.531,4.938,10.0,,5.062,9.344,9.937999999999999,,9.312000000000001,2.938,-7.312,9.844,9.781,-1.031,7.375,-0.9059999999999999,9.937999999999999,9.406,1.344,9.719,1.125,-9.656,1.469,9.812000000000001,9.625,9.937999999999999,2.219,9.594,9.75,9.562000000000001,5.5,9.906,9.937999999999999,2.062,-9.719,10.0,-6.218999999999999
82,82,,,,,-2.375,,-6.343999999999999,-8.375,,,,,-8.937999999999999,,0.7809999999999999,2.469,-8.781,-6.25,-3.75,-4.438,,,,2.156,,,7.188,6.906000000000001,,,-9.406,-3.969,,,-5.406000000000001,8.875,2.344,,,,,,3.188,-1.781,,,1.6880000000000002,7.968999999999999,-0.469,8.406,-8.687999999999999,,-0.875,7.156000000000001,,,,,,,2.062,7.281000000000001,,,,7.906000000000001,,6.531000000000001,-3.188,,,4.875,,,,6.25,,,,,,,-4.031000000000001,,,,7.188,6.562,4.343999999999999,,8.812000000000001,6.718999999999999,6.25,-7.625,7.718999999999999,-6.593999999999999,8.406,,,
83,83,,,,,-9.531,,-9.719,-9.594,,,,,-9.281,,-9.125,4.375,-9.437999999999999,7.531000000000001,-8.344,-8.812000000000001,,,,,,,2.938,5.75,,,-9.906,-9.906,,,-9.906,-9.906,,,,,,,,,,,3.25,1.5619999999999998,-9.906,-10.0,,,-9.906,-9.906,,,-2.25,-7.781000000000001,-8.781,,,-9.031,,-8.812000000000001,,-9.906,-8.937999999999999,-8.344,-10.0,,,7.688,,,,-9.875,,,,,,,-9.906,,,,4.5,-5.093999999999999,6.843999999999999,,1.3119999999999998,4.031000000000001,5.562,6.812,-6.938,5.938,7.0,,,
84,84,,,,,3.25,,3.938,5.562,,,,,4.75,,-5.875,5.968999999999999,9.344,-5.062,5.812,3.219,,,,,,,,,8.187999999999999,,,,,,,,,,,,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,,,,7.062,7.593999999999999,,,7.438,7.438,,,,2.125,,,,,,,,,,,,,,,,,,,,,
85,85,,,,,0.469,,5.593999999999999,4.562,,,,,5.625,,0.0,0.21899999999999997,3.312,6.062,5.938,2.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.875,
86,86,,,,,5.875,,-9.156,6.188,,,,,4.5,,7.906000000000001,7.906000000000001,7.906000000000001,7.906000000000001,7.906000000000001,7.906000000000001,7.031000000000001,,,,,,-8.437999999999999,5.188,5.688,,6.031000000000001,-8.437999999999999,,,-8.437999999999999,-8.437999999999999,,5.938,,,,6.031000000000001,,,,,6.031000000000001,7.031000000000001,-8.437999999999999,-8.437999999999999,,,4.218999999999999,7.031000000000001,,6.593999999999999,,,,,6.593999999999999,-8.437999999999999,,,5.188,8.094,,4.375,8.094,,,7.031000000000001,,,,6.031000000000001,,,,,,,4.718999999999999,,,,,6.031000000000001,5.688,,7.031000000000001,,9.0,,,,,,,
88,88,,,,,-7.843999999999999,,-4.25,-2.75,,,,,0.938,,-0.406,5.125,6.188,5.531000000000001,3.219,3.375,,,,5.218999999999999,,,6.875,,1.031,1.25,,6.406000000000001,5.125,,6.188,6.906000000000001,,,,,,,,,,,,,0.8440000000000001,-2.75,,,6.875,1.3119999999999998,,,,,,,,6.25,,,,6.468999999999999,,6.218999999999999,6.656000000000001,,,6.406000000000001,,,,,,,,,,,,,,,,5.938,5.062,,1.406,,,,,,,,,
89,89,,,,,4.562,,8.031,-4.125,,,,,2.719,,-2.906,-7.281000000000001,8.219,4.531000000000001,8.781,-5.531000000000001,6.25,1.219,,,1.125,1.25,4.562,2.719,7.531000000000001,,7.031000000000001,9.094,,-6.188,8.437999999999999,6.5,-8.781,-2.844,2.0,4.281000000000001,,6.468999999999999,-8.906,-8.562000000000001,-2.875,6.093999999999999,-4.0,-2.062,9.812000000000001,9.469,4.625,-0.156,9.812000000000001,9.312000000000001,,2.594,,,,,1.3119999999999998,3.531,,,6.906000000000001,9.75,,8.5,3.969,,,8.062000000000001,,,,3.062,,6.562,,5.656000000000001,7.75,,7.218999999999999,-0.21899999999999997,-4.5,,2.188,1.406,7.125,,-1.719,,5.468999999999999,-3.906,,-3.969,-2.75,,,4.375
90,90,,,,,6.593999999999999,,-8.594,-7.125,,,,,-3.906,,0.25,-9.719,-9.875,7.562,8.625,8.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.156,,-8.437999999999999,-1.188,,,-6.438,-9.531,,,,,,,,,,,,,,,,,,,,,,,,,9.25,,,,,,,,,,,
95,95,,,,,-5.718999999999999,,-9.594,9.469,,,,,-6.906000000000001,,9.844,-9.875,9.75,9.687999999999999,6.312,5.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.281000000000001,,,3.094,-5.062,,,8.906,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,,,,,3.188,,-9.219,7.688,,,,,-9.531,,-7.188,7.281000000000001,7.218999999999999,-6.906000000000001,7.125,8.187999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.875,,6.562,,7.5,,,,,,,,,,,,,,,,,,,,,
97,97,,,,,-6.906000000000001,,-5.25,-8.719,,,,,-2.844,,4.438,-5.093999999999999,1.656,3.5,-2.219,-4.188,0.0,1.969,4.718999999999999,,-2.844,7.062,-6.562,1.156,-6.75,2.719,-0.531,-0.25,-6.843999999999999,1.4380000000000002,-6.812,4.468999999999999,,-4.375,4.968999999999999,-3.188,,-0.406,,,-4.093999999999999,7.062,-7.531000000000001,0.031,-3.562,4.156000000000001,,,-3.75,-0.9059999999999999,2.656,4.156000000000001,,,,,-1.094,-5.312,-0.594,,-0.75,-0.9059999999999999,,-0.9059999999999999,-1.094,-5.0,,-1.094,-1.906,,,-1.094,0.156,-4.531000000000001,,4.593999999999999,-6.531000000000001,-0.938,8.937999999999999,2.656,,-6.843999999999999,-0.75,-4.593999999999999,-6.031000000000001,,-4.375,3.812,-1.031,-3.062,-0.531,0.9059999999999999,2.5,3.031,0.875,-4.093999999999999
98,98,,,,,0.312,,-3.75,4.156000000000001,,,,,-4.843999999999999,,-4.031000000000001,-0.531,2.094,-6.75,-7.093999999999999,-4.625,2.0,,,,,,3.062,,2.0,,-3.5,0.812,,,5.906000000000001,2.562,0.188,,,,0.375,1.594,-4.438,-4.593999999999999,,,,,-0.312,1.4380000000000002,-4.875,,5.718999999999999,-3.594,,,,,,,-1.125,,,,3.0,,,,3.281,,,1.375,,,,,,,,,1.188,,1.594,,,,,,1.125,,,,,,,,,,,
100,100,,,,,-2.094,,-2.344,2.469,,,,,2.938,,-1.125,-2.875,4.812,0.938,1.375,-0.43799999999999994,4.781000000000001,-0.406,-1.375,-2.438,5.438,2.75,2.125,0.21899999999999997,4.438,-1.062,5.156000000000001,3.781,-1.719,1.6880000000000002,3.5,2.312,-0.21899999999999997,2.375,1.344,3.625,4.531000000000001,4.562,-1.906,-0.875,-1.0,2.406,2.281,2.625,4.75,4.812,1.25,1.594,3.688,2.438,-1.844,4.156000000000001,-4.25,-4.812,-0.156,-1.031,3.719,3.469,-0.9690000000000001,-2.438,5.218999999999999,3.562,-0.469,2.531,2.5,3.594,2.375,5.093999999999999,2.094,-1.406,-0.7809999999999999,4.188,2.844,1.469,-0.9690000000000001,3.281,3.969,-3.25,3.25,2.375,-0.406,2.469,2.0,2.875,4.125,5.093999999999999,1.594,4.781000000000001,3.875,3.438,3.344,2.844,-5.25,5.562,-0.9690000000000001,4.343999999999999
101,101,,,,,6.281000000000001,,1.625,-5.406000000000001,,,,,-3.594,,6.093999999999999,-1.781,-3.906,3.312,-4.781000000000001,-3.469,3.344,-2.406,2.594,,-9.656,-7.593999999999999,4.593999999999999,-5.188,3.125,,4.343999999999999,-9.531,,2.281,0.625,-8.187999999999999,,-5.938,-5.906000000000001,-6.812,-9.812000000000001,-0.21899999999999997,,,-0.938,-2.844,-6.968999999999999,-0.375,-0.375,2.562,,,6.5,6.531000000000001,-4.0,1.219,,,-9.594,-9.844,-0.156,2.344,-7.968999999999999,,9.25,9.594,,2.781,-3.406,1.6880000000000002,,8.187999999999999,-9.562000000000001,,,-1.375,-9.781,0.625,-8.719,-3.906,1.5619999999999998,2.562,8.187999999999999,0.7809999999999999,-7.343999999999999,1.594,-2.719,-5.562,2.25,5.938,-3.688,-0.031,-1.625,-3.812,-0.5,-4.688,-3.406,-2.656,-7.031000000000001,-4.843999999999999
102,102,,,,,-9.031,,-9.375,-9.625,,,,,-9.844,,-9.625,9.687999999999999,-9.625,5.468999999999999,-0.094,-5.343999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.531,,,5.875,,,,-9.625,,,2.25,-8.625,,,,,,,,,,,,,,-8.531,,,,,,,,,,,
105,105,,,,,-4.5,,-8.5,-9.5,,,,,-7.938,,-7.656000000000001,-7.593999999999999,-7.843999999999999,-0.156,-0.9690000000000001,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,,,,,7.281000000000001,,10.0,10.0,,,,,0.281,,-0.062,-9.875,10.0,3.375,9.937999999999999,7.406000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,,,,,1.875,,9.875,-1.125,,,,,-0.8440000000000001,,-2.219,6.5,2.719,9.281,7.062,-1.156,9.937999999999999,-1.719,-5.562,-0.188,7.125,-3.25,3.062,6.656000000000001,-4.593999999999999,4.0,-0.531,8.219,-4.593999999999999,-6.718999999999999,0.031,3.688,9.219,-2.969,-6.875,8.219,8.875,7.312,2.406,5.968999999999999,-2.031,3.781,4.625,8.281,1.844,-5.031000000000001,-4.062,4.218999999999999,0.7809999999999999,3.688,-6.843999999999999,4.906000000000001,6.438,6.375,8.0,1.9380000000000002,-5.218999999999999,-3.312,9.937999999999999,0.531,-0.062,6.375,-4.343999999999999,1.469,-4.406000000000001,-6.0,8.031,3.469,5.438,-1.406,5.156000000000001,1.719,3.219,3.875,-4.156000000000001,6.688,0.125,9.969,5.906000000000001,9.719,4.406000000000001,2.062,-4.75,5.0,5.75,8.5,2.344,4.718999999999999,-0.938,1.8119999999999998,-9.812000000000001,2.938,7.062,-0.281,-2.531,6.562
108,108,,,,,-0.21899999999999997,,-5.406000000000001,5.531000000000001,,,,,0.0,,-8.969,5.281000000000001,-0.625,0.031,-0.281,-0.406,1.875,3.375,3.719,-1.781,2.438,-1.625,-0.594,7.625,5.562,-1.219,4.656000000000001,4.375,-0.7809999999999999,5.0,7.875,-2.938,-0.375,0.375,4.938,0.21899999999999997,5.688,0.0,-5.25,5.75,-1.875,-0.812,6.031000000000001,4.812,8.781,6.0,1.9380000000000002,3.812,9.062000000000001,8.062000000000001,3.938,2.938,-5.656000000000001,-5.843999999999999,0.6559999999999999,3.406,3.844,8.875,1.531,1.5,-0.21899999999999997,-0.594,-0.062,9.125,8.344,-1.8119999999999998,-0.5,8.719,0.062,-6.0,-3.531,8.125,-5.875,-0.156,-7.625,-1.188,-0.062,3.625,-2.406,2.812,-1.5619999999999998,-0.5,2.094,2.062,9.156,-0.469,4.5,-0.062,7.75,0.6559999999999999,-0.062,0.406,0.406,4.125,2.938,-3.0
109,109,,,,,-9.969,,-9.875,-9.844,,,,,-7.5,,-9.812000000000001,-5.75,-5.5,-3.25,6.25,-9.844,-5.843999999999999,-2.938,3.719,-2.594,-2.625,-5.718999999999999,-1.062,9.906,-9.094,1.406,-1.375,6.0,-4.438,-6.468999999999999,10.0,-2.75,5.125,7.188,-1.125,1.156,1.25,-5.75,3.562,-2.719,-0.812,-1.875,7.188,-1.406,-2.812,-0.7809999999999999,-4.438,-2.5,-1.594,-3.281,2.812,-3.531,2.125,4.281000000000001,7.093999999999999,-1.594,-2.5,9.812000000000001,2.062,-4.438,-2.875,-3.469,-1.3119999999999998,1.344,-1.9380000000000002,9.219,0.031,-1.188,8.125,-2.938,-0.469,5.938,9.094,-3.625,5.0,9.25,-6.406000000000001,9.406,-2.375,1.4380000000000002,3.938,-2.312,8.812000000000001,8.937999999999999,8.375,7.093999999999999,9.5,-1.094,7.031000000000001,-1.75,9.344,8.531,8.094,1.125,9.469,-2.5
110,110,,,,,-5.188,,-8.812000000000001,-6.281000000000001,,,,,-2.25,,-1.906,-3.406,-3.406,-3.312,-3.312,-3.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,,,,,-9.031,,-5.281000000000001,3.312,,,,,-1.75,,3.375,1.344,2.938,2.094,1.5,1.531,,,,,,,,,,,,-2.781,,,,3.719,,,,,,,,,,,,,,5.312,,,,,,,,-3.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.938,,,,,,,,,,,
116,116,,,,,3.031,,-5.531000000000001,-6.688,,,,,4.093999999999999,,-2.375,-6.375,1.375,-5.343999999999999,2.938,-6.093999999999999,-3.625,,,,,,-9.719,,4.5,,2.438,1.375,,,4.906000000000001,2.25,,,,,,,,,,,,,2.688,4.843999999999999,,,2.812,4.312,,,,,,,,,,,4.343999999999999,3.438,,,5.75,,,2.25,,,,,,,,,,,,,,,,,-9.75,,,,,,,,,,,
117,117,,,,,1.3119999999999998,,-2.031,2.875,,,,,6.093999999999999,,1.594,1.125,3.25,1.906,5.25,0.812,2.156,,,,,,4.438,,8.125,,,3.0,6.5,,6.688,6.031000000000001,,,,2.75,7.812,,,,,,,,6.562,5.688,3.812,,3.562,4.093999999999999,,,,,,,,5.562,,,,4.843999999999999,,3.719,2.062,,,4.875,,,,3.625,,,,,2.75,,,,,,,,4.656000000000001,,,,2.5,,,,,,,
118,118,,,,,0.21899999999999997,,-0.43799999999999994,-1.406,,,,,-7.093999999999999,,-3.0,-8.125,8.781,-5.875,8.437999999999999,0.43799999999999994,,,,,,,9.719,,8.437999999999999,,,,,,,5.812,,,,,,,,,,,,,,0.5,,3.062,,,,,-8.812000000000001,-0.062,4.843999999999999,-6.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,,,,,-9.719,,-9.719,-9.781,,,,,-9.719,,-9.719,-9.687999999999999,3.844,1.875,1.906,-8.469,,,,,,,9.437999999999999,,,,,8.25,,,8.625,3.5,,,,,,,,,,,,,5.688,9.781,,,7.843999999999999,8.781,,,,,,,,9.375,,0.094,7.625,7.218999999999999,,8.25,7.438,,,6.75,,,,9.656,,,,,,,,,,,,8.281,4.906000000000001,,,,4.938,,,,,,,
121,121,,,,,-9.719,,-9.906,4.281000000000001,,,,,1.531,,-0.6559999999999999,-1.5,-3.469,3.906,8.094,4.656000000000001,,,,,,,5.125,,,,,-5.093999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,2.562,,,,,,,,,,,
123,123,,,,,-7.281000000000001,,-8.812000000000001,4.938,,,,,-6.25,,-6.812,-7.906000000000001,3.188,0.21899999999999997,-7.093999999999999,-6.656000000000001,,,-6.343999999999999,-1.125,,,,,,-1.219,,,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,,,,,9.844,,9.656,-5.968999999999999,,,,,9.75,,9.781,9.562000000000001,8.969,8.344,7.5,6.188,9.469,0.6559999999999999,9.875,8.781,7.656000000000001,9.562000000000001,-1.6880000000000002,8.75,1.3119999999999998,9.5,4.125,-4.375,9.312000000000001,8.687999999999999,-2.688,-1.906,9.156,5.031000000000001,7.281000000000001,0.6559999999999999,4.718999999999999,7.25,9.437999999999999,9.125,7.218999999999999,9.406,9.906,-4.031000000000001,-0.9059999999999999,-5.812,3.594,-9.437999999999999,2.812,6.281000000000001,-9.0,4.468999999999999,8.125,8.562000000000001,-8.25,9.437999999999999,2.594,-3.094,9.719,9.281,-5.062,7.562,9.594,4.062,6.75,9.375,8.906,9.875,8.0,9.062000000000001,9.344,7.25,7.875,8.406,9.344,8.031,7.781000000000001,8.625,8.25,7.0,4.031000000000001,9.25,4.938,4.875,-0.344,9.0,1.375,8.812000000000001,3.562,7.343999999999999,8.562000000000001,9.406,5.843999999999999,8.5,9.469,8.625
125,125,,,,,-3.25,,7.188,2.094,,,,,6.593999999999999,,-9.687999999999999,6.75,7.093999999999999,6.812,7.0,7.0,,,,,,,,,,,,,,,,,,,,,6.906000000000001,,,,,,,,,,7.218999999999999,9.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126,,,,,-9.875,,-0.094,-0.75,,,,,-9.812000000000001,,-9.812000000000001,-9.844,-9.937999999999999,2.688,9.906,-9.875,,,,,,,9.406,,,,,9.531,,,,,,,,,,,,,,,,,,,,,-9.844,,9.719,,,,-9.844,-9.875,,9.719,0.812,-4.656000000000001,,9.844,,9.719,,,,9.75,,,,0.188,,,,,,,,,,,-6.75,9.937999999999999,9.656,,9.969,9.969,9.687999999999999,,,9.969,,,,
127,127,,,,,1.406,,1.5619999999999998,1.0,,,,,-0.7809999999999999,,3.938,3.406,4.156000000000001,1.125,1.062,-0.156,1.0,,,,,,1.75,,3.188,,-0.812,3.562,,,2.344,2.438,,,,,,1.0,,,,,,2.156,5.0,1.219,,,3.594,5.375,,3.875,,,,,2.812,4.312,,,2.562,5.031000000000001,,5.468999999999999,5.812,-0.9059999999999999,,4.031000000000001,,,0.8440000000000001,2.875,-1.781,,-1.781,,2.906,,-0.938,,,2.438,,4.0,1.8119999999999998,,1.594,,1.406,,,,,,,
130,130,,,,,8.437999999999999,,-5.593999999999999,-3.344,,,,,-3.75,,2.594,-8.312000000000001,-5.468999999999999,-4.468999999999999,-2.531,-3.969,,,,,,,9.281,,9.406,,,-0.21899999999999997,,,9.0,2.219,,,,,,,,,,,,,,9.531,,,-0.031,,,,,,,,,,,,,,,,,,,1.4380000000000002,,,,0.188,,,,,,,,,,,,,8.969,,,,,,,,,,,
132,132,,,,,0.43799999999999994,,3.219,-0.7190000000000001,,,,,2.781,,1.031,1.719,2.656,2.438,-1.188,1.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133,,,,,-1.906,,-9.531,1.344,,,,,4.781000000000001,,6.406000000000001,5.781000000000001,8.187999999999999,4.5,6.406000000000001,7.25,,,,,,,8.844,,,,,8.156,,,6.312,6.218999999999999,,,,,,,,,,,,,3.156,8.156,,,,,,,,,,,,8.187999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,,,,,-6.688,,-7.188,-8.187999999999999,,,,,-0.875,,-7.031000000000001,-0.6559999999999999,3.875,3.438,3.312,-4.625,,,,,,,2.656,,,,,5.25,,,4.593999999999999,-1.344,,,,,,,,,,,,,,1.062,,,,,,,,,,,,6.312,,,,,,,,,,5.656000000000001,,,,-1.406,,,,,,,,,,,,,3.75,,,,5.406000000000001,,,,,,,
137,137,,,,,-4.25,,-9.906,-9.812000000000001,,,,,-9.75,,-9.531,-9.844,-9.75,7.875,-2.5,-8.062000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,,,,,8.937999999999999,,8.844,-7.562,,,,,-3.031,,-3.625,-3.594,1.719,0.25,0.031,-1.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140,,,,,0.43799999999999994,,-5.968999999999999,3.562,,,,,1.031,,-0.469,-4.593999999999999,4.718999999999999,1.3119999999999998,-0.156,-2.531,-4.125,3.594,2.531,0.125,3.969,0.938,0.875,1.406,5.718999999999999,1.6880000000000002,3.188,0.25,1.531,-1.25,0.21899999999999997,3.281,3.656,2.281,3.562,3.562,2.656,2.844,4.093999999999999,3.719,3.562,1.031,3.25,2.781,2.688,2.531,3.031,1.75,0.312,2.031,3.938,3.094,3.719,2.406,3.844,1.781,2.719,-3.344,2.969,1.9380000000000002,3.094,2.156,3.844,2.031,2.125,1.9380000000000002,3.812,0.25,2.75,3.75,3.031,2.0,-1.75,2.969,3.031,2.25,2.375,2.031,2.281,1.594,1.031,1.969,2.688,3.062,0.21899999999999997,1.969,2.875,2.156,2.844,2.156,2.062,2.562,4.25,1.031,3.594,0.9059999999999999
141,141,,,,,1.062,,3.469,0.062,,,,,1.125,,0.469,-1.3119999999999998,4.468999999999999,-0.156,-3.781,-2.281,4.375,-0.9059999999999999,0.312,,-1.094,-1.406,1.844,3.0,1.25,,1.719,3.281,-2.5,-1.094,3.469,1.9380000000000002,0.875,1.4380000000000002,-1.625,3.281,-1.531,-0.406,-1.156,-1.156,0.594,-0.875,1.375,2.469,1.656,-1.062,0.406,0.75,-2.438,-1.3119999999999998,-2.188,2.062,,-1.0,,4.938,-1.844,2.188,2.188,-0.75,-3.344,2.125,,1.125,2.188,-2.531,,-2.594,1.906,,-4.438,0.875,0.344,1.9380000000000002,-0.031,2.719,4.468999999999999,0.25,-3.125,1.8119999999999998,4.062,-2.656,-2.531,2.094,1.844,-1.6880000000000002,5.688,1.5,2.031,-9.719,4.062,0.688,1.188,2.219,-1.6880000000000002,-1.781
142,142,,,,,-4.031000000000001,,3.344,1.3119999999999998,,,,,5.812,,2.906,1.281,9.5,2.312,6.125,6.218999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
